NAMASTE_Code,NAMASTE_Display,NAMASTE_Traditional,NAMASTE_System,ICD11_Code,ICD11_Description,Mapping_Confidence,Confidence_Level,Mapping_Method,Last_Updated
UN0634,Liver Disease - Amraz-e-Jigar Ratab,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0635,Kidney Disease - Amraz-e-Kulya Yabis,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0636,Paralysis - Falij Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0637,Epilepsy - Sara Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0638,Diarrhea - Ishal,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0639,Cough - Sual Har,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0640,Cold - Nazla Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0641,Fever - Humma Ratab,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0642,Diabetes - Ziabetus Yabis,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0643,Hypertension - Zarabet Dam Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0644,Arthritis - Waja ul Mafasil Acute,,Unknown,1B41.1Z,"Acute rheumatic endocarditis, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
UN0645,Asthma - Raboo,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0646,Migraine - Shaqeeqa Har,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0647,Depression - Sawda Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0648,Gastritis - Waram-e-Meda Ratab,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0649,Insomnia - Sahr Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0650,Constipation - Qabz Chronic,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0651,Obesity - Siman-e-Mufrat Acute,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0652,Anemia - Faqr ud Dam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0653,Skin Disease - Amraz-e-Jild Har,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0654,Liver Disease - Amraz-e-Jigar Barid,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0655,Kidney Disease - Amraz-e-Kulya Ratab,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0656,Paralysis - Falij Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0657,Epilepsy - Sara Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0658,Diarrhea - Ishal Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0659,Cough - Sual,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0660,Cold - Nazla Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0661,Fever - Humma Barid,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0662,Diabetes - Ziabetus Ratab,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0663,Hypertension - Zarabet Dam Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0664,Arthritis - Waja ul Mafasil Chronic,,Unknown,2A81.7,Diffuse large Bcell lymphoma associated with Chronic inflammation,0.700,High,Optimized Semantic Matching,2025-09-04
UN0665,Asthma - Raboo Acute,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0666,Migraine - Shaqeeqa,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0667,Depression - Sawda Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0668,Gastritis - Waram-e-Meda Barid,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0669,Insomnia - Sahr Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0670,Constipation - Qabz Yabis,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0671,Obesity - Siman-e-Mufrat Chronic,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0672,Anemia - Faqr ud Dam Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0673,Skin Disease - Amraz-e-Jild,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0674,Liver Disease - Amraz-e-Jigar Har,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0675,Kidney Disease - Amraz-e-Kulya Barid,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0676,Paralysis - Falij Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0677,Epilepsy - Sara Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0678,Diarrhea - Ishal Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0679,Cough - Sual Acute,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0680,Cold - Nazla,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0681,Fever - Humma Har,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0682,Diabetes - Ziabetus Barid,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0683,Hypertension - Zarabet Dam Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0684,Arthritis - Waja ul Mafasil Yabis,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0685,Asthma - Raboo Chronic,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0686,Migraine - Shaqeeqa Acute,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0687,Depression - Sawda,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0688,Gastritis - Waram-e-Meda Har,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0689,Insomnia - Sahr Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0690,Constipation - Qabz Ratab,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0691,Obesity - Siman-e-Mufrat Yabis,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0692,Anemia - Faqr ud Dam Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0693,Skin Disease - Amraz-e-Jild Acute,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0694,Liver Disease - Amraz-e-Jigar,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0695,Kidney Disease - Amraz-e-Kulya Har,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0696,Paralysis - Falij Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0697,Epilepsy - Sara Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0698,Diarrhea - Ishal Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0699,Cough - Sual Chronic,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0700,Cold - Nazla Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0701,Fever - Humma,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0702,Diabetes - Ziabetus Har,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0703,Hypertension - Zarabet Dam Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0704,Arthritis - Waja ul Mafasil Ratab,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0705,Asthma - Raboo Yabis,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0706,Migraine - Shaqeeqa Chronic,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0707,Depression - Sawda Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0708,Gastritis - Waram-e-Meda,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0709,Insomnia - Sahr Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0710,Constipation - Qabz Barid,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0711,Obesity - Siman-e-Mufrat Ratab,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0712,Anemia - Faqr ud Dam Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0713,Skin Disease - Amraz-e-Jild Chronic,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0714,Liver Disease - Amraz-e-Jigar Acute,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0715,Kidney Disease - Amraz-e-Kulya,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0716,Paralysis - Falij Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0717,Epilepsy - Sara Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0718,Diarrhea - Ishal Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0719,Cough - Sual Yabis,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0720,Cold - Nazla Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0721,Fever - Humma Acute,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
UN0722,Diabetes - Ziabetus,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0723,Hypertension - Zarabet Dam Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0724,Arthritis - Waja ul Mafasil Barid,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0725,Asthma - Raboo Ratab,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0726,Migraine - Shaqeeqa Yabis,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0727,Depression - Sawda Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0728,Gastritis - Waram-e-Meda Acute,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0729,Insomnia - Sahr,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0730,Constipation - Qabz Har,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0731,Obesity - Siman-e-Mufrat Barid,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0732,Anemia - Faqr ud Dam Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0733,Skin Disease - Amraz-e-Jild Yabis,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0734,Liver Disease - Amraz-e-Jigar Chronic,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0735,Kidney Disease - Amraz-e-Kulya Acute,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0736,Paralysis - Falij,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0737,Epilepsy - Sara Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0738,Diarrhea - Ishal Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0739,Cough - Sual Ratab,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0740,Cold - Nazla Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0741,Fever - Humma Chronic,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
UN0742,Diabetes - Ziabetus Acute,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0743,Hypertension - Zarabet Dam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0744,Arthritis - Waja ul Mafasil Har,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0745,Asthma - Raboo Barid,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0746,Migraine - Shaqeeqa Ratab,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0747,Depression - Sawda Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0748,Gastritis - Waram-e-Meda Chronic,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0749,Insomnia - Sahr Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0750,Constipation - Qabz,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0751,Obesity - Siman-e-Mufrat Har,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0752,Anemia - Faqr ud Dam Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0753,Skin Disease - Amraz-e-Jild Ratab,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0754,Liver Disease - Amraz-e-Jigar Yabis,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0755,Kidney Disease - Amraz-e-Kulya Chronic,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0756,Paralysis - Falij Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0757,Epilepsy - Sara,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0758,Diarrhea - Ishal Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0759,Cough - Sual Barid,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0760,Cold - Nazla Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0761,Fever - Humma Yabis,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0762,Diabetes - Ziabetus Chronic,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0763,Hypertension - Zarabet Dam Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0764,Arthritis - Waja ul Mafasil,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
UN0765,Asthma - Raboo Har,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0766,Migraine - Shaqeeqa Barid,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0767,Depression - Sawda Ratab,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0768,Gastritis - Waram-e-Meda Yabis,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0769,Insomnia - Sahr Chronic,,Unknown,7A00,Chronic insomnia,0.400,Low,Optimized Semantic Matching,2025-09-04
UN0770,Constipation - Qabz Acute,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0771,Obesity - Siman-e-Mufrat,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0772,Anemia - Faqr ud Dam Har,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0773,Skin Disease - Amraz-e-Jild Barid,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0774,Liver Disease - Amraz-e-Jigar Ratab,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0775,Kidney Disease - Amraz-e-Kulya Yabis,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0776,Paralysis - Falij Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0777,Epilepsy - Sara Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0778,Diarrhea - Ishal,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0779,Cough - Sual Har,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
UN0780,Cold - Nazla Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0781,Fever - Humma Ratab,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
UN0782,Diabetes - Ziabetus Yabis,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
UN0783,Hypertension - Zarabet Dam Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0784,Arthritis - Waja ul Mafasil Acute,,Unknown,1B41.1Z,"Acute rheumatic endocarditis, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
UN0785,Asthma - Raboo,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
UN0786,Migraine - Shaqeeqa Har,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
UN0787,Depression - Sawda Barid,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0788,Gastritis - Waram-e-Meda Ratab,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
UN0789,Insomnia - Sahr Yabis,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0790,Constipation - Qabz Chronic,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
UN0791,Obesity - Siman-e-Mufrat Acute,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
UN0792,Anemia - Faqr ud Dam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
UN0793,Skin Disease - Amraz-e-Jild Har,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
UN0794,Liver Disease - Amraz-e-Jigar Barid,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
UN0795,Kidney Disease - Amraz-e-Kulya Ratab,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
