NAMASTE_Code,NAMASTE_Display,NAMASTE_Traditional,NAMASTE_System,ICD11_Code,ICD11_Description,Mapping_Confidence,Confidence_Level,Mapping_Method,Medical_System,Last_Updated
UN0747,Depression - Sawda Yabis,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0748,Gastritis - Waram-e-Meda Chronic,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0749,Insomnia - Sahr Acute,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0750,Constipation - Qabz,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0751,Obesity - Siman-e-Mufrat Har,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0752,Anemia - Faqr ud Dam Barid,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0753,Skin Disease - Amraz-e-Jild Ratab,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0754,Liver Disease - Amraz-e-Jigar Yabis,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0755,Kidney Disease - Amraz-e-Kulya Chronic,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0756,Paralysis - Falij Acute,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0757,Epilepsy - Sara,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0758,Diarrhea - Ishal Har,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0759,Cough - Sual Barid,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0760,Cold - Nazla Ratab,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0761,Fever - Humma Yabis,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0762,Diabetes - Ziabetus Chronic,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0763,Hypertension - Zarabet Dam Acute,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0764,Arthritis - Waja ul Mafasil,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0765,Asthma - Raboo Har,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0766,Migraine - Shaqeeqa Barid,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0767,Depression - Sawda Ratab,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0768,Gastritis - Waram-e-Meda Yabis,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0769,Insomnia - Sahr Chronic,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0770,Constipation - Qabz Acute,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0771,Obesity - Siman-e-Mufrat,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0772,Anemia - Faqr ud Dam Har,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0773,Skin Disease - Amraz-e-Jild Barid,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0774,Liver Disease - Amraz-e-Jigar Ratab,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0775,Kidney Disease - Amraz-e-Kulya Yabis,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0776,Paralysis - Falij Chronic,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0777,Epilepsy - Sara Acute,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0778,Diarrhea - Ishal,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0779,Cough - Sual Har,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0780,Cold - Nazla Barid,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0781,Fever - Humma Ratab,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0782,Diabetes - Ziabetus Yabis,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0783,Hypertension - Zarabet Dam Chronic,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0784,Arthritis - Waja ul Mafasil Acute,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0785,Asthma - Raboo,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0786,Migraine - Shaqeeqa Har,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0787,Depression - Sawda Barid,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0788,Gastritis - Waram-e-Meda Ratab,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0789,Insomnia - Sahr Yabis,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0790,Constipation - Qabz Chronic,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0791,Obesity - Siman-e-Mufrat Acute,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0792,Anemia - Faqr ud Dam,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0793,Skin Disease - Amraz-e-Jild Har,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0794,Liver Disease - Amraz-e-Jigar Barid,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0795,Kidney Disease - Amraz-e-Kulya Ratab,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0796,Paralysis - Falij Yabis,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0797,Epilepsy - Sara Chronic,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0798,Diarrhea - Ishal Acute,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0799,Cough - Sual,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0800,Cold - Nazla Har,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0801,Fever - Humma Barid,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0802,Diabetes - Ziabetus Ratab,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0803,Hypertension - Zarabet Dam Yabis,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0804,Arthritis - Waja ul Mafasil Chronic,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0805,Asthma - Raboo Acute,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0806,Migraine - Shaqeeqa,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0807,Depression - Sawda Har,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0808,Gastritis - Waram-e-Meda Barid,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0809,Insomnia - Sahr Ratab,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0810,Constipation - Qabz Yabis,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0811,Obesity - Siman-e-Mufrat Chronic,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0812,Anemia - Faqr ud Dam Acute,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0813,Skin Disease - Amraz-e-Jild,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0814,Liver Disease - Amraz-e-Jigar Har,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0815,Kidney Disease - Amraz-e-Kulya Barid,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0816,Paralysis - Falij Ratab,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0817,Epilepsy - Sara Yabis,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0818,Diarrhea - Ishal Chronic,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0819,Cough - Sual Acute,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0820,Cold - Nazla,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0821,Fever - Humma Har,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0822,Diabetes - Ziabetus Barid,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0823,Hypertension - Zarabet Dam Ratab,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0824,Arthritis - Waja ul Mafasil Yabis,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0825,Asthma - Raboo Chronic,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0826,Migraine - Shaqeeqa Acute,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0827,Depression - Sawda,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0828,Gastritis - Waram-e-Meda Har,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0829,Insomnia - Sahr Barid,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0830,Constipation - Qabz Ratab,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0831,Obesity - Siman-e-Mufrat Yabis,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0832,Anemia - Faqr ud Dam Chronic,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0833,Skin Disease - Amraz-e-Jild Acute,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0834,Liver Disease - Amraz-e-Jigar,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0835,Kidney Disease - Amraz-e-Kulya Har,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0836,Paralysis - Falij Barid,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0837,Epilepsy - Sara Ratab,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0838,Diarrhea - Ishal Yabis,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0839,Cough - Sual Chronic,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0840,Cold - Nazla Acute,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0841,Fever - Humma,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0842,Diabetes - Ziabetus Har,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0843,Hypertension - Zarabet Dam Barid,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0844,Arthritis - Waja ul Mafasil Ratab,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0845,Asthma - Raboo Yabis,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0846,Migraine - Shaqeeqa Chronic,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0847,Depression - Sawda Acute,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0848,Gastritis - Waram-e-Meda,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0849,Insomnia - Sahr Har,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0850,Constipation - Qabz Barid,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0851,Obesity - Siman-e-Mufrat Ratab,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0852,Anemia - Faqr ud Dam Yabis,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0853,Skin Disease - Amraz-e-Jild Chronic,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0854,Liver Disease - Amraz-e-Jigar Acute,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0855,Kidney Disease - Amraz-e-Kulya,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0856,Paralysis - Falij Har,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0857,Epilepsy - Sara Barid,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0858,Diarrhea - Ishal Ratab,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0859,Cough - Sual Yabis,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0860,Cold - Nazla Chronic,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0861,Fever - Humma Acute,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0862,Diabetes - Ziabetus,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0863,Hypertension - Zarabet Dam Har,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0864,Arthritis - Waja ul Mafasil Barid,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0865,Asthma - Raboo Ratab,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0866,Migraine - Shaqeeqa Yabis,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0867,Depression - Sawda Chronic,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0868,Gastritis - Waram-e-Meda Acute,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0869,Insomnia - Sahr,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0870,Constipation - Qabz Har,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0871,Obesity - Siman-e-Mufrat Barid,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0872,Anemia - Faqr ud Dam Ratab,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0873,Skin Disease - Amraz-e-Jild Yabis,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0874,Liver Disease - Amraz-e-Jigar Chronic,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0875,Kidney Disease - Amraz-e-Kulya Acute,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0876,Paralysis - Falij,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0877,Epilepsy - Sara Har,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0878,Diarrhea - Ishal Barid,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0879,Cough - Sual Ratab,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0880,Cold - Nazla Yabis,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0881,Fever - Humma Chronic,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
UN0882,Diabetes - Ziabetus Acute,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0883,Hypertension - Zarabet Dam,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
UN0884,Arthritis - Waja ul Mafasil Har,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
UN0885,Asthma - Raboo Barid,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0886,Migraine - Shaqeeqa Ratab,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0887,Depression - Sawda Yabis,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0888,Gastritis - Waram-e-Meda Chronic,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0889,Insomnia - Sahr Acute,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
UN0890,Constipation - Qabz,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0891,Obesity - Siman-e-Mufrat Har,,Unknown,5B81,Obesity,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
UN0892,Anemia - Faqr ud Dam Barid,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
UN0893,Skin Disease - Amraz-e-Jild Ratab,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
UN0894,Liver Disease - Amraz-e-Jigar Yabis,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0895,Kidney Disease - Amraz-e-Kulya Chronic,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
UN0896,Paralysis - Falij Acute,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0897,Epilepsy - Sara,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
UN0898,Diarrhea - Ishal Har,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
UN0899,Cough - Sual Barid,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
UN0900,Cold - Nazla Ratab,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
