NAMASTE_Code,NAMASTE_Display,NAMASTE_System,NAMASTE_Definition,ICD11_TM2_Code,ICD11_TM2_Display,ICD11_TM2_Category,Equivalence_Type,Mapping_Accuracy,Clinical_Validation,Traditional_Name_Sanskrit,Traditional_Name_Arabic,Traditional_Name_Tamil
UN1061,Fever - Humma Ratab,Unani,Fever condition in Unani medicine Ratab,MG30.0,Fever unspecified,Symptoms,equivalent,97.6,approved,,حُمّٰی,
UN1062,Diabetes - Ziabetus Yabis,Unani,Diabetes condition in Unani medicine Yabis,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,97.1,approved,,ذیابیطس,
UN1063,Hypertension - Zarabet Dam Chronic,Unani,Hypertension condition in Unani medicine Chronic,BA00,Essential hypertension,Circulatory,equivalent,95.3,approved,,ضربان دم,
UN1064,Arthritis - Waja ul Mafasil Acute,Unani,Arthritis condition in Unani medicine Acute,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.0,approved,,وجع المفاصل,
UN1065,Asthma - Raboo,Unani,Asthma condition in Unani medicine,CA23,Asthma,Respiratory,equivalent,95.9,approved,,ربو,
UN1066,Migraine - Shaqeeqa Har,Unani,Migraine condition in Unani medicine Har,8A80,Migraine,Neurological,equivalent,95.9,approved,,شقیقہ,
UN1067,Depression - Sawda Barid,Unani,Depression condition in Unani medicine Barid,6A70,Single episode depressive disorder,Mental,equivalent,95.3,approved,,سودا,
UN1068,Gastritis - Waram-e-Meda Ratab,Unani,Gastritis condition in Unani medicine Ratab,DA60,Gastritis,Digestive,equivalent,96.7,approved,,ورم معدہ,
UN1069,Insomnia - Sahr Yabis,Unani,Insomnia condition in Unani medicine Yabis,7A00,Insomnia,Sleep,equivalent,95.6,approved,,سہر,
UN1070,Constipation - Qabz Chronic,Unani,Constipation condition in Unani medicine Chronic,ME05,Constipation,Digestive,equivalent,96.4,approved,,قبض,
UN1071,Obesity - Siman-e-Mufrat Acute,Unani,Obesity condition in Unani medicine Acute,5B81,Obesity,Endocrine,equivalent,97.4,approved,,سمن مفرط,
UN1072,Anemia - Faqr ud Dam,Unani,Anemia condition in Unani medicine,3A00,Iron deficiency anaemia,Blood,equivalent,97.3,approved,,فقر الدم,
UN1073,Skin Disease - Amraz-e-Jild Har,Unani,Skin Disease condition in Unani medicine Har,EK90,Skin disease unspecified,Dermatological,equivalent,96.0,approved,,امراض جلد,
UN1074,Liver Disease - Amraz-e-Jigar Barid,Unani,Liver Disease condition in Unani medicine Barid,DB90,Liver disease unspecified,Digestive,equivalent,97.2,approved,,امراض جگر,
UN1075,Kidney Disease - Amraz-e-Kulya Ratab,Unani,Kidney Disease condition in Unani medicine Ratab,GB90,Kidney disease unspecified,Genitourinary,equivalent,96.3,approved,,امراض کلیہ,
UN1076,Paralysis - Falij Yabis,Unani,Paralysis condition in Unani medicine Yabis,8B20,Hemiplegia,Neurological,equivalent,95.6,approved,,فالج,
UN1077,Epilepsy - Sara Chronic,Unani,Epilepsy condition in Unani medicine Chronic,8A61,Epilepsy,Neurological,equivalent,95.3,approved,,صرع,
UN1078,Diarrhea - Ishal Acute,Unani,Diarrhea condition in Unani medicine Acute,1E10,Diarrhoea,Digestive,equivalent,96.7,approved,,اسہال,
UN1079,Cough - Sual,Unani,Cough condition in Unani medicine,MD11,Cough,Respiratory,equivalent,97.1,approved,,سعال,
UN1080,Cold - Nazla Har,Unani,Cold condition in Unani medicine Har,CA00,Common cold,Respiratory,equivalent,96.5,approved,,نزلہ,
UN1081,Fever - Humma Barid,Unani,Fever condition in Unani medicine Barid,MG30.0,Fever unspecified,Symptoms,equivalent,97.4,approved,,حُمّٰی,
UN1082,Diabetes - Ziabetus Ratab,Unani,Diabetes condition in Unani medicine Ratab,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,96.7,approved,,ذیابیطس,
UN1083,Hypertension - Zarabet Dam Yabis,Unani,Hypertension condition in Unani medicine Yabis,BA00,Essential hypertension,Circulatory,equivalent,97.2,approved,,ضربان دم,
UN1084,Arthritis - Waja ul Mafasil Chronic,Unani,Arthritis condition in Unani medicine Chronic,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,97.6,approved,,وجع المفاصل,
UN1085,Asthma - Raboo Acute,Unani,Asthma condition in Unani medicine Acute,CA23,Asthma,Respiratory,equivalent,95.4,approved,,ربو,
UN1086,Migraine - Shaqeeqa,Unani,Migraine condition in Unani medicine,8A80,Migraine,Neurological,equivalent,95.7,approved,,شقیقہ,
UN1087,Depression - Sawda Har,Unani,Depression condition in Unani medicine Har,6A70,Single episode depressive disorder,Mental,equivalent,95.1,approved,,سودا,
UN1088,Gastritis - Waram-e-Meda Barid,Unani,Gastritis condition in Unani medicine Barid,DA60,Gastritis,Digestive,equivalent,96.6,approved,,ورم معدہ,
UN1089,Insomnia - Sahr Ratab,Unani,Insomnia condition in Unani medicine Ratab,7A00,Insomnia,Sleep,equivalent,96.6,approved,,سہر,
UN1090,Constipation - Qabz Yabis,Unani,Constipation condition in Unani medicine Yabis,ME05,Constipation,Digestive,equivalent,97.1,approved,,قبض,
UN1091,Obesity - Siman-e-Mufrat Chronic,Unani,Obesity condition in Unani medicine Chronic,5B81,Obesity,Endocrine,equivalent,95.2,approved,,سمن مفرط,
UN1092,Anemia - Faqr ud Dam Acute,Unani,Anemia condition in Unani medicine Acute,3A00,Iron deficiency anaemia,Blood,equivalent,95.1,approved,,فقر الدم,
UN1093,Skin Disease - Amraz-e-Jild,Unani,Skin Disease condition in Unani medicine,EK90,Skin disease unspecified,Dermatological,equivalent,97.2,approved,,امراض جلد,
UN1094,Liver Disease - Amraz-e-Jigar Har,Unani,Liver Disease condition in Unani medicine Har,DB90,Liver disease unspecified,Digestive,equivalent,96.2,approved,,امراض جگر,
UN1095,Kidney Disease - Amraz-e-Kulya Barid,Unani,Kidney Disease condition in Unani medicine Barid,GB90,Kidney disease unspecified,Genitourinary,equivalent,97.5,approved,,امراض کلیہ,
UN1096,Paralysis - Falij Ratab,Unani,Paralysis condition in Unani medicine Ratab,8B20,Hemiplegia,Neurological,equivalent,95.4,approved,,فالج,
UN1097,Epilepsy - Sara Yabis,Unani,Epilepsy condition in Unani medicine Yabis,8A61,Epilepsy,Neurological,equivalent,96.1,approved,,صرع,
UN1098,Diarrhea - Ishal Chronic,Unani,Diarrhea condition in Unani medicine Chronic,1E10,Diarrhoea,Digestive,equivalent,96.5,approved,,اسہال,
UN1099,Cough - Sual Acute,Unani,Cough condition in Unani medicine Acute,MD11,Cough,Respiratory,equivalent,97.8,approved,,سعال,
UN1100,Cold - Nazla,Unani,Cold condition in Unani medicine,CA00,Common cold,Respiratory,equivalent,96.1,approved,,نزلہ,
UN1101,Fever - Humma Har,Unani,Fever condition in Unani medicine Har,MG30.0,Fever unspecified,Symptoms,equivalent,96.1,approved,,حُمّٰی,
UN1102,Diabetes - Ziabetus Barid,Unani,Diabetes condition in Unani medicine Barid,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,95.0,approved,,ذیابیطس,
UN1103,Hypertension - Zarabet Dam Ratab,Unani,Hypertension condition in Unani medicine Ratab,BA00,Essential hypertension,Circulatory,equivalent,96.5,approved,,ضربان دم,
UN1104,Arthritis - Waja ul Mafasil Yabis,Unani,Arthritis condition in Unani medicine Yabis,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.4,approved,,وجع المفاصل,
UN1105,Asthma - Raboo Chronic,Unani,Asthma condition in Unani medicine Chronic,CA23,Asthma,Respiratory,equivalent,95.2,approved,,ربو,
UN1106,Migraine - Shaqeeqa Acute,Unani,Migraine condition in Unani medicine Acute,8A80,Migraine,Neurological,equivalent,95.3,approved,,شقیقہ,
UN1107,Depression - Sawda,Unani,Depression condition in Unani medicine,6A70,Single episode depressive disorder,Mental,equivalent,96.7,approved,,سودا,
UN1108,Gastritis - Waram-e-Meda Har,Unani,Gastritis condition in Unani medicine Har,DA60,Gastritis,Digestive,equivalent,95.8,approved,,ورم معدہ,
UN1109,Insomnia - Sahr Barid,Unani,Insomnia condition in Unani medicine Barid,7A00,Insomnia,Sleep,equivalent,96.0,approved,,سہر,
UN1110,Constipation - Qabz Ratab,Unani,Constipation condition in Unani medicine Ratab,ME05,Constipation,Digestive,equivalent,95.9,approved,,قبض,
UN1111,Obesity - Siman-e-Mufrat Yabis,Unani,Obesity condition in Unani medicine Yabis,5B81,Obesity,Endocrine,equivalent,96.4,approved,,سمن مفرط,
UN1112,Anemia - Faqr ud Dam Chronic,Unani,Anemia condition in Unani medicine Chronic,3A00,Iron deficiency anaemia,Blood,equivalent,96.6,approved,,فقر الدم,
UN1113,Skin Disease - Amraz-e-Jild Acute,Unani,Skin Disease condition in Unani medicine Acute,EK90,Skin disease unspecified,Dermatological,equivalent,95.6,approved,,امراض جلد,
UN1114,Liver Disease - Amraz-e-Jigar,Unani,Liver Disease condition in Unani medicine,DB90,Liver disease unspecified,Digestive,equivalent,97.7,approved,,امراض جگر,
UN1115,Kidney Disease - Amraz-e-Kulya Har,Unani,Kidney Disease condition in Unani medicine Har,GB90,Kidney disease unspecified,Genitourinary,equivalent,95.2,approved,,امراض کلیہ,
UN1116,Paralysis - Falij Barid,Unani,Paralysis condition in Unani medicine Barid,8B20,Hemiplegia,Neurological,equivalent,95.6,approved,,فالج,
UN1117,Epilepsy - Sara Ratab,Unani,Epilepsy condition in Unani medicine Ratab,8A61,Epilepsy,Neurological,equivalent,97.3,approved,,صرع,
UN1118,Diarrhea - Ishal Yabis,Unani,Diarrhea condition in Unani medicine Yabis,1E10,Diarrhoea,Digestive,equivalent,96.2,approved,,اسہال,
UN1119,Cough - Sual Chronic,Unani,Cough condition in Unani medicine Chronic,MD11,Cough,Respiratory,equivalent,95.6,approved,,سعال,
UN1120,Cold - Nazla Acute,Unani,Cold condition in Unani medicine Acute,CA00,Common cold,Respiratory,equivalent,96.4,approved,,نزلہ,
UN1121,Fever - Humma,Unani,Fever condition in Unani medicine,MG30.0,Fever unspecified,Symptoms,equivalent,95.6,approved,,حُمّٰی,
UN1122,Diabetes - Ziabetus Har,Unani,Diabetes condition in Unani medicine Har,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,96.0,approved,,ذیابیطس,
UN1123,Hypertension - Zarabet Dam Barid,Unani,Hypertension condition in Unani medicine Barid,BA00,Essential hypertension,Circulatory,equivalent,96.9,approved,,ضربان دم,
UN1124,Arthritis - Waja ul Mafasil Ratab,Unani,Arthritis condition in Unani medicine Ratab,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,96.9,approved,,وجع المفاصل,
UN1125,Asthma - Raboo Yabis,Unani,Asthma condition in Unani medicine Yabis,CA23,Asthma,Respiratory,equivalent,96.1,approved,,ربو,
UN1126,Migraine - Shaqeeqa Chronic,Unani,Migraine condition in Unani medicine Chronic,8A80,Migraine,Neurological,equivalent,97.8,approved,,شقیقہ,
UN1127,Depression - Sawda Acute,Unani,Depression condition in Unani medicine Acute,6A70,Single episode depressive disorder,Mental,equivalent,96.1,approved,,سودا,
UN1128,Gastritis - Waram-e-Meda,Unani,Gastritis condition in Unani medicine,DA60,Gastritis,Digestive,equivalent,95.5,approved,,ورم معدہ,
UN1129,Insomnia - Sahr Har,Unani,Insomnia condition in Unani medicine Har,7A00,Insomnia,Sleep,equivalent,96.0,approved,,سہر,
UN1130,Constipation - Qabz Barid,Unani,Constipation condition in Unani medicine Barid,ME05,Constipation,Digestive,equivalent,96.8,approved,,قبض,
UN1131,Obesity - Siman-e-Mufrat Ratab,Unani,Obesity condition in Unani medicine Ratab,5B81,Obesity,Endocrine,equivalent,95.4,approved,,سمن مفرط,
UN1132,Anemia - Faqr ud Dam Yabis,Unani,Anemia condition in Unani medicine Yabis,3A00,Iron deficiency anaemia,Blood,equivalent,96.7,approved,,فقر الدم,
UN1133,Skin Disease - Amraz-e-Jild Chronic,Unani,Skin Disease condition in Unani medicine Chronic,EK90,Skin disease unspecified,Dermatological,equivalent,95.7,approved,,امراض جلد,
UN1134,Liver Disease - Amraz-e-Jigar Acute,Unani,Liver Disease condition in Unani medicine Acute,DB90,Liver disease unspecified,Digestive,equivalent,95.7,approved,,امراض جگر,
UN1135,Kidney Disease - Amraz-e-Kulya,Unani,Kidney Disease condition in Unani medicine,GB90,Kidney disease unspecified,Genitourinary,equivalent,95.1,approved,,امراض کلیہ,
UN1136,Paralysis - Falij Har,Unani,Paralysis condition in Unani medicine Har,8B20,Hemiplegia,Neurological,equivalent,97.2,approved,,فالج,
UN1137,Epilepsy - Sara Barid,Unani,Epilepsy condition in Unani medicine Barid,8A61,Epilepsy,Neurological,equivalent,95.5,approved,,صرع,
UN1138,Diarrhea - Ishal Ratab,Unani,Diarrhea condition in Unani medicine Ratab,1E10,Diarrhoea,Digestive,equivalent,97.2,approved,,اسہال,
UN1139,Cough - Sual Yabis,Unani,Cough condition in Unani medicine Yabis,MD11,Cough,Respiratory,equivalent,97.3,approved,,سعال,
UN1140,Cold - Nazla Chronic,Unani,Cold condition in Unani medicine Chronic,CA00,Common cold,Respiratory,equivalent,96.5,approved,,نزلہ,
UN1141,Fever - Humma Acute,Unani,Fever condition in Unani medicine Acute,MG30.0,Fever unspecified,Symptoms,equivalent,97.8,approved,,حُمّٰی,
UN1142,Diabetes - Ziabetus,Unani,Diabetes condition in Unani medicine,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,95.1,approved,,ذیابیطس,
UN1143,Hypertension - Zarabet Dam Har,Unani,Hypertension condition in Unani medicine Har,BA00,Essential hypertension,Circulatory,equivalent,96.6,approved,,ضربان دم,
UN1144,Arthritis - Waja ul Mafasil Barid,Unani,Arthritis condition in Unani medicine Barid,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.7,approved,,وجع المفاصل,
UN1145,Asthma - Raboo Ratab,Unani,Asthma condition in Unani medicine Ratab,CA23,Asthma,Respiratory,equivalent,95.3,approved,,ربو,
UN1146,Migraine - Shaqeeqa Yabis,Unani,Migraine condition in Unani medicine Yabis,8A80,Migraine,Neurological,equivalent,95.8,approved,,شقیقہ,
UN1147,Depression - Sawda Chronic,Unani,Depression condition in Unani medicine Chronic,6A70,Single episode depressive disorder,Mental,equivalent,95.4,approved,,سودا,
UN1148,Gastritis - Waram-e-Meda Acute,Unani,Gastritis condition in Unani medicine Acute,DA60,Gastritis,Digestive,equivalent,95.4,approved,,ورم معدہ,
UN1149,Insomnia - Sahr,Unani,Insomnia condition in Unani medicine,7A00,Insomnia,Sleep,equivalent,96.8,approved,,سہر,
UN1150,Constipation - Qabz Har,Unani,Constipation condition in Unani medicine Har,ME05,Constipation,Digestive,equivalent,97.1,approved,,قبض,
UN1151,Obesity - Siman-e-Mufrat Barid,Unani,Obesity condition in Unani medicine Barid,5B81,Obesity,Endocrine,equivalent,95.6,approved,,سمن مفرط,
UN1152,Anemia - Faqr ud Dam Ratab,Unani,Anemia condition in Unani medicine Ratab,3A00,Iron deficiency anaemia,Blood,equivalent,95.0,approved,,فقر الدم,
UN1153,Skin Disease - Amraz-e-Jild Yabis,Unani,Skin Disease condition in Unani medicine Yabis,EK90,Skin disease unspecified,Dermatological,equivalent,96.9,approved,,امراض جلد,
UN1154,Liver Disease - Amraz-e-Jigar Chronic,Unani,Liver Disease condition in Unani medicine Chronic,DB90,Liver disease unspecified,Digestive,equivalent,95.8,approved,,امراض جگر,
UN1155,Kidney Disease - Amraz-e-Kulya Acute,Unani,Kidney Disease condition in Unani medicine Acute,GB90,Kidney disease unspecified,Genitourinary,equivalent,95.8,approved,,امراض کلیہ,
UN1156,Paralysis - Falij,Unani,Paralysis condition in Unani medicine,8B20,Hemiplegia,Neurological,equivalent,96.9,approved,,فالج,
UN1157,Epilepsy - Sara Har,Unani,Epilepsy condition in Unani medicine Har,8A61,Epilepsy,Neurological,equivalent,95.4,approved,,صرع,
UN1158,Diarrhea - Ishal Barid,Unani,Diarrhea condition in Unani medicine Barid,1E10,Diarrhoea,Digestive,equivalent,95.8,approved,,اسہال,
UN1159,Cough - Sual Ratab,Unani,Cough condition in Unani medicine Ratab,MD11,Cough,Respiratory,equivalent,96.4,approved,,سعال,
UN1160,Cold - Nazla Yabis,Unani,Cold condition in Unani medicine Yabis,CA00,Common cold,Respiratory,equivalent,97.7,approved,,نزلہ,
UN1161,Fever - Humma Chronic,Unani,Fever condition in Unani medicine Chronic,MG30.0,Fever unspecified,Symptoms,equivalent,97.0,approved,,حُمّٰی,
UN1162,Diabetes - Ziabetus Acute,Unani,Diabetes condition in Unani medicine Acute,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,97.9,approved,,ذیابیطس,
UN1163,Hypertension - Zarabet Dam,Unani,Hypertension condition in Unani medicine,BA00,Essential hypertension,Circulatory,equivalent,96.3,approved,,ضربان دم,
UN1164,Arthritis - Waja ul Mafasil Har,Unani,Arthritis condition in Unani medicine Har,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.5,approved,,وجع المفاصل,
UN1165,Asthma - Raboo Barid,Unani,Asthma condition in Unani medicine Barid,CA23,Asthma,Respiratory,equivalent,96.0,approved,,ربو,
UN1166,Migraine - Shaqeeqa Ratab,Unani,Migraine condition in Unani medicine Ratab,8A80,Migraine,Neurological,equivalent,96.6,approved,,شقیقہ,
UN1167,Depression - Sawda Yabis,Unani,Depression condition in Unani medicine Yabis,6A70,Single episode depressive disorder,Mental,equivalent,96.2,approved,,سودا,
UN1168,Gastritis - Waram-e-Meda Chronic,Unani,Gastritis condition in Unani medicine Chronic,DA60,Gastritis,Digestive,equivalent,96.1,approved,,ورم معدہ,
UN1169,Insomnia - Sahr Acute,Unani,Insomnia condition in Unani medicine Acute,7A00,Insomnia,Sleep,equivalent,97.5,approved,,سہر,
UN1170,Constipation - Qabz,Unani,Constipation condition in Unani medicine,ME05,Constipation,Digestive,equivalent,97.6,approved,,قبض,
UN1171,Obesity - Siman-e-Mufrat Har,Unani,Obesity condition in Unani medicine Har,5B81,Obesity,Endocrine,equivalent,95.9,approved,,سمن مفرط,
UN1172,Anemia - Faqr ud Dam Barid,Unani,Anemia condition in Unani medicine Barid,3A00,Iron deficiency anaemia,Blood,equivalent,95.8,approved,,فقر الدم,
UN1173,Skin Disease - Amraz-e-Jild Ratab,Unani,Skin Disease condition in Unani medicine Ratab,EK90,Skin disease unspecified,Dermatological,equivalent,96.1,approved,,امراض جلد,
UN1174,Liver Disease - Amraz-e-Jigar Yabis,Unani,Liver Disease condition in Unani medicine Yabis,DB90,Liver disease unspecified,Digestive,equivalent,96.6,approved,,امراض جگر,
UN1175,Kidney Disease - Amraz-e-Kulya Chronic,Unani,Kidney Disease condition in Unani medicine Chronic,GB90,Kidney disease unspecified,Genitourinary,equivalent,96.4,approved,,امراض کلیہ,
UN1176,Paralysis - Falij Acute,Unani,Paralysis condition in Unani medicine Acute,8B20,Hemiplegia,Neurological,equivalent,96.6,approved,,فالج,
UN1177,Epilepsy - Sara,Unani,Epilepsy condition in Unani medicine,8A61,Epilepsy,Neurological,equivalent,97.3,approved,,صرع,
UN1178,Diarrhea - Ishal Har,Unani,Diarrhea condition in Unani medicine Har,1E10,Diarrhoea,Digestive,equivalent,95.3,approved,,اسہال,
UN1179,Cough - Sual Barid,Unani,Cough condition in Unani medicine Barid,MD11,Cough,Respiratory,equivalent,96.9,approved,,سعال,
UN1180,Cold - Nazla Ratab,Unani,Cold condition in Unani medicine Ratab,CA00,Common cold,Respiratory,equivalent,96.8,approved,,نزلہ,
